artist,album,title,text,
Will Wood,IN CASE I DIE (Live),"Misanthrapologist (”In case I make it,” Outtake) - Live in Backroom Studios, Rockaway, NJ","[Verse 1]
I wanna meet your maker
Shake him by his ensanguined damask lapels
Holler ""Look what you've done, gave this planet a sun
And made a man to wonder if he's more than the sum of his cells""
'Cause you defy creation
I hate you, I hate you, I do
Hands to the night sky, praying you might die
Before I fall in love with you

[Pre-Chorus]
So call me Amadeus
God made me famous 'cause I am his favorite
But I can hate myself
So you don't have to

[Chorus]
'Cause I like you, don't you see?
I just like you a little more than me
I, I like you, don't you see?
Oh, hey, I just like you a little more than me
Oh, oh, oh yeah
Oh yeah
Oh yeah
Oh no

[Verse 2]
I've seen the face of nature
Wasted constellations crumpled up in my hands
Knowing if you're supernova, your light show is over
But too slow to know for sure if it's a pa-part of the plan
I hear your heart beating under the floorboards
The rhythm is a gospel to me
So how could I stand a chance, let alone dance
With the way you sweep me off these two left feet?

[Pre-Chorus]
So call me Amadeus
But I still can't keep a straight face while I'm praying
But I could crack my kneecaps
Just to please you

[Chorus]
Oh, oh, oh, I like you, don't you see?
I just like you a little more than me
I, I like you, don't you see?
Oh, hey, I just like you a little more than me
Oh, oh, oh yeah
Oh yeah
Oh yeah
Oh no

[Bridge]
You're dangling a lantern
Over the event horizon
Thinking it'll thank you
For the light you're sacrificing
Bide time in orbit like a satellite
Remind yourself
The world don't revolve 'round you
So don't you revolve 'round someone else

[Pre-Chorus]
And, rock me Amadeus
God don't explain the way time and space made us
Though with the wavelengths bending, it makes sense to me
The only thing that's meant to be is gravity
And what comes up must go down

[Chorus]
I like you, don't you see?
I just like you a little more than me
I, I like you, don't you see?
Oh, hey, I just like you a little more than me
Oh, oh, oh

[Outro]
Beat by beat and heart by heart
This won't have to end if it doesn't start
Oh, beat by beat and heart by heart
This won't have to end if it doesn't start
Oh, beat by beat and heart by heart
Oh, this won't have to end if it doesn't start
Beat by beat and heart by heart
This won't have to end
But it just did

[Spoken]
Thank you, um...",
Will Wood,IN CASE I DIE (Live),"Falling Up - Live in Backroom Studios, Rockaway, NJ","[Intro]
Your stratospheric fear of catastrophe’s near, fast it’s here
Atmosphere past your ears, fall but you’ll never land
Second star to the right

[Verse 1]
I’m grippin' the grass, and I’m pulling up daisies
Thank matter for mass and the comfort of gravity
Airplane eclipses over spirals of math – would or could the impact kill me?
Yes, yes, yes, no, no, no, no, no
It’s just the high-noon moon saying “Shoot for the stars
Be the next big constellation, connect the dots between your parts”

[Chorus]
Dandelion seeds yet to ride on the breeze
You make a wish upon the dead but turn and call it a weed
Only plastic flowers never die

[Verse 2]
With the bones of a crow and ambitions of candle wax
What do you know of control? The wind is simply at your back
It really seems pollen’s more clever than bees, so you cue the final words of Leary:
And you cry “Why, why, why? Why not? Why not? Why not?”
I’d rather be a hot air Hindenburg than an elephant tied right down to its stake
Cut ties, shed the dead weight
I ain’t saying it’s fate, but there are no mistakes, and

[Chorus 2]
Dandelion seeds yet to ride on the breeze
You make a wish upon the dead but turn and call it a weed
Only plastic flowers never die
Well, I cry on
Skies of blue linoleum
Clouds o’ spilt milk, but am I the cup?
Here comes the sun, am I falling up?
Falling up
Here comes the sun, am I falling up?

[Bridge]
Disney-Pixar Ludovico, Shirley Temple maraschino
Hotel rooms of Motley Crüe, Broadway producer improv troupes
Ray-Bans in your living room, eyeline hurts to be in view like
Stage fright only when it's karaoke night with friends leave early
Did I earn this stupid hat? Is now really a good time for a new tattoo?
Oh, is now really a good time for a new tattoo?

[Pre-Chorus]
The larger they are
The harder they tend to fall
Much larger than life cause from such height
Life looks awful small
And dandelions grow in dirt
Magic mushrooms grow in piles of bullshit
I grew up in suburbia
Love us or hate us, because you’re killing us, and

[Chorus]
Dandelion seeds yet to ride on the breeze
You make a wish upon the dead but turn and call it a weed
Only plastic flowers never die
Well, I cry on
Skies of blue linoleum
Clouds o’ spilt milk, but am I the cup?
Here comes the sun, am I falling up?
Falling-
Dandelion seeds yet to ride on the breeze
You make a wish upon the dead but turn and call it a weed
Dandelion seeds yet to ride on-
Falling up
Dandelion seeds yet to ride on the breeze
You make a wish upon the dead but turn and call it a weed
Here comes the sun, am I falling up?
Oh, is now really a good time for a new tattoo?

[Outro]
Your stratospheric fear of catastrophe’s near, fast it’s here
Atmosphere past your ears, fall but you’ll never land
Second star to the right
And straight on ‘till you die",
Will Wood,IN CASE I DIE (Live),"That’s Enough, Let’s Get You Home - Live in Backroom Studios, Rockaway, NJ","[Verse 1]
My dream girl, those eyes, that nose
My private inside joke, sign the cast on my funny bone
Floral sheets on long-given-up ghosts
Haunt my bedroom at night and say “Let’s get you home”

[Pre-Chorus 1]
They say “Grow up, be a man, ‘cause until then you’re nothing but a short-haired girl”
But come and Braille-palm-read and hold my hand, see my reason and “Goodbye, cruel world”
And oh my god, what’s wrong with me?
And the wife of Walter Keane, whose name right now’s escaping me

[Chorus]
That’s right, Margaret!
Dream girl, come and sweep me off my knees
I’d rather stay asleep than never see you wake up next to me

[Verse 2]
Neon lights like heat lamps in the cold
To incubate the shadows you can’t stitch back to your soles
And you seemed fine just a few days ago
But CO2 and fish tanks will do enough to get you home

[Pre-Chorus 2]
Well now you swear in your prayers, telling time, “Promise I’ll never have fun again
If you’d stop flying,” but then you start crying, “Never mind, you win!”
And far too late came far too soon
And the love you never made became the things you’d never do

[Chorus 2]
Oh, sweet Mary!
Dream girl, come but keep your hands off me
Go on back to bed, my love, I mean, that’s where dreams are supposed to be

[Bridge]
So come on, William, grow up, be a man, ‘cause until then they’re gonna treat you like you’re just a little girl
But come and Braille-palm-read, hold my hands, and you’ll see that it’s me who cries mercy while your fingers curl and
Oh, are you at all like me?
Do you know what I mean?
Or am I too close to see?

[Verse 3]
Someone, anyone?
Of the two things we do on our knees: watch me fold my hands just to crack my knuckles
Well, here is the church, here is the steeple, open the doors, see all the people
Alright, that’s enough, let’s get you home",
Will Wood,The New Normal! (The Normal Album 2024 Edit),"""Blue Velvet"" Reboot Starring Tom Waits (Suburbia Overture 2024 Edit)","[Greetings From Marybell Township]

[Intro]
Do-wop, ba, do-wop, ba, do-wop, ba, do, ba-ba-ba
Do-wop, ba, do-wop, ba, do-wop, ba
Good morning

[Verse 1]
White picket fences
Barbed wire and trenches
Trick or treat, merry Christmas
Howdy neighbor, thank you Jesus
Oh, what is he building in that painted lady?
A participation trophy wife or blonde, blue-eyed baby?
Wide-eyed and wired, the snap-crackle-pop of the Geiger
Camouflage billboards for lead-lined Brooks Brothers
You elbow the jukebox and sing “Duck and Cover""
And breed out our incisors, feed on white wine and Pfizer
It don’t look like survival, b-but buy now or die

[Chorus]
Suburbia (Do-wop, ba, do-wop, ba, do-wop, ba, do, ba-ba-ba)
You’re not alone (Do-wop, ba, do-wop, ba, do-wop, ba)
The lights are on (Do-wop, ba, do-wop, ba, do-wop, ba, do)
But no one’s home (Ba do-wop)
So, welcome home

[Verse 2]
Myers-Briggs, OKULTRA
Takes a village to fake a whole culture
Your ear to the playground, your eye on the ball
Your head in the gutter, your brains on the wall
Oh well
Home is where the heart is
You ain’t homeless, but you’re heartless
It’s the safest on the market
But you still gotta watch where you park it

[Verse 3]
So give me your half a life crisis
I can tell that you know where paradise is
Where parasites don’t care what your blood type is
Only pheromones and serotonin decide
If it's true that a snowflake only matters in a blizzard
Everyone knows that nobody knows that
Everybody’s all up in my, everybody’s all up in my
Everybody’s all up in my business

[Chorus]
Suburbia
Where you belong
The lights are on
But no one’s home
So, welcome home

[Bridge]
Ch-ch-chameleon peacocks are talk of the town
Well, word gets around on hit number stations
He cums radiation
The dog bites the postman while basement eyes dream
Of a night at the drive-in with an AR-15

[(Vampire) Culture]

[Intro]
I dropped my eyeballs in the bonfire, we fucked on a bed of nails
I caught Kuru from your sister and died laughing in jail
Smell those screaming teenage sweetbreads on the 4th of July grill
Smile and wave, boys, kiss the cook, live laugh and love, please pass the pills

[Pre-Chorus]
It’s only culture, it’s only culture
It’s only culture, sulfur, smoke, and soot
You learned to torture house cats like vultures
You cocked and sucked your lack of empathy, pulled the trigger with your foot to prove you’ve got

[Chorus]
Blood, didn’t they want your blood?
So why apologize for being blue and cold?
Blood, didn’t they want your blood?
So don’t apologize for being blue and cold

[Pre-Chorus]
It’s only culture, it’s only culture
It’s only ah, ah, ah, ah
Culture’s not your friend
Hey, fuck your culture, I ain’t got no culture
It’s only culture, and it's more afraid of you than you're of it
Go on, drink that

[Chorus]
Blood, didn’t they want your blood?
So why apologize when you turn blue and cold?
Blood, didn’t they want your blood?
So don’t apologize for being blue and cold

[Bridge]
Were you Nabokov to a Salinger?
Jung to Freud or Dass to a Leary?
Were you mother, daughter, subject, and author?
You don’t make the rules, you just write them down and do it by the book you throw around

[Love Me, Normally]

[Outro]
Do you know the difference between blazing trails and slash-and-burn?
Going against the grain and catching splinters?
You pull out your Rorschach like a paint-by-numbers treasure map
The ink upon your jigsaw piece trace you back to your fingerprints
Well Lot he had his lot in life, Job his job and I guess you'll too and I
The Lord looked down, said, “Hey, you’re only mortal”
Giveth and taketh away ‘til things come out a certain way
Leave you wondering when they might go back to normal
Leave you wondering why they can’t have just been normal",
Will Wood,The New Normal! (The Normal Album 2024 Edit),Second Sight Seer! S! (2222024 Edit),"[Intro]
Ah, Ah, Ah, Ah

[Verse 1]
My grip on my secrets slipping while I’m speaking in tongues
Screaming at the top of my lungs in the confession booth
Take it with a pillar of salt, H.A.L.T., it’s not my fault
The devil made me do it, but I also kinda wanted to
I’m cut from a different kind of meat
More than you can chew, hard to swallow me
Forget bored stiff, I got rigor mortis, call it morbid curiosity
How can I commit to reality, when my third eye’s open and I like what I see?
Baby, I may be crazy but I didn’t lose it, no I set it free

[Pre-Chorus]
I can’t ignore what’s under dance floorboards, the rhythm of my heart a dead-as-disco beat
But I still move my feet
To slip out of this groove, I’m free
Now to row, row, row my boat over the falls
And maybe wake up from but a dream, yeah

[Chorus]
I’m just a psycho, babe
Come and go out my mind
I didn’t lose it, babe
There wasn’t much to find
I’m just a psycho, babe
Come and go out my mind
I’m only passing through
Oh, oh, o-o-oh

[Verse 2]
If you knew what I knew, if you saw what I see
You’d look through illusions, hallucinations, and lucid dream
And I know that meaning can be such a pretty thing to keep
But I got facts and I’m not afraid to use ‘em, take the good with the bad, take off the back you make a new front
Some days I'm glad that I am a madman and I’d rather be that than
An amicable animal, mild-mannered cannibal
But I’m more level-headed and clever than ever and I’m getting better one forever at a time
And if sick is defined by what’s different, well then pull the plug out and let me die

[Pre-Chorus]
Vice-versa, vice versus virtue
Well who I am I choose through all the things I do
And if it rhymes, it’s true, but I hate poetry
Now with my moral compass pointing south, going down
With no-no-no-no-no-no-no-no-no respect for reality

[Chorus]
I’m just a psycho, babe
Come and go out my mind
I didn’t lose it babe
There wasn’t much to find
I’m just a psycho, babe
Come and go out my mind
I’m only passing through
Oh, oh, o-o-oh

I’m just a psycho, babe
Come and go out my mind
I didn’t lose it babe
There wasn’t much to find
I’m just a psycho, babe
Come and go out my mind
A tourist passing through
Well that was fun, goodbye",
Will Wood,The New Normal! (The Normal Album 2024 Edit),The Moral Implications of a Deterministic Universe feat. The Onceler (Laplace's Angel 2024 Edit) (feat. The Onceler),"[Verse 1]
Have you ever died in a nightmare?
Woke up surprised you hadn’t earned your fate?
Have you ever felt like Atlas, threw your back out on the axis
And collapsed and threw the planet away?
Everyone’s just blood in an ice tray
A vampire picking flowers out in the sun
Run your diagnostic tests, its posited nobody dies agnostic
But we still dial 9-1-1
Now we’re singing

[Chorus 1]
Ooh, could you take a look at me? (It’s the norm for animals, it’s the norm for chemicals)
Am I bad, am I bad, am I bad, am I really that bad? (It’s the norm for particles, eye for eye for tooth)
And now we're singing
Ooh, whatever you think of me (It’s the norm for chemicals, it’s the norm for particles)
If you were in my shoes, you’d walk the same damn miles I do (Yes, it’s only natural)

[Verse 2]
We’re only tuning to the tone of the bell curve now
Ask not for whom it tolls
But with my head up in the clouds, I can see so much ground
And from up here you look like ants in a row
It doesn’t take a killer to murder
It only takes a reason to kill
We’ve all got evidence of innocence, it’s ""everything’s coincidence""
The difference twixt fate and free will
Is whether you’re singing

[Chorus]
Ooh, could you take a look at me? (It’s the norm for animals, it’s the norm for chemicals)
Am I bad, am I bad, am I bad, am I really that bad? (It’s the norm for particles, eye for eye for tooth)
Ooh, whatever you think of me (It’s the norm for chemicals, it’s the norm for particles)
If you were in my shoes, you’d walk the same damn miles I do (Yes, it’s only natural)

Somebody help me!

[Bridge]
So if you wash your hands of where you’ve been until you flood the second floor
Neatly fold your skeletons but still can’t shut the closet door
The only ones in need of love are those who don’t receive enough
So evil ones should get a little more

[Chorus]
You, could you take a look at me? (You could break an angel’s fall, and ignore the Devil’s call)
Am I bad, am I bad, am I bad, am I really that bad? (Still forsaken shoulders fall silent now)
Now we're singing
Ooh, whatever you think of me (It’s no more than cultural, you and me inseparable.)
If the shoe fits would you walk that mile?
You could put it on the other foot, it’s the same size (It’s a small hell after all.)

You, could you take a look at me? (Man no more than animal is made of moral chemicals)
Am I bad, am I bad, am I bad, am I really that bad? (Any form mechanical, thank you God)
We're singing
Oh, woah, oh, whatever you think of me (From the hordes of cannibals, to psych wards of hospitals)
If you were in my shoes, you’d see I wear the same size as you (It’s a small world after all)
Oh oh right!
La la la la la la la la, la la la",
Will Wood,The New Normal! (The Normal Album 2024 Edit),I / Me / Myself (2024 Edit) ,"[Intro]
Doo-wop, daba doo-wop, daba doo-wop, daba doo, well-a well-a well-a
Doo-wop, daba doo-wop, daba doo-wop, daba doo, well-a well-a well-a
Doo-wop, daba doo-wop, daba doo-wop, daba doo, well-a well-a well-a (Ahhh, sha-la-la-la-la-la-la-la)
Doo-wop, daba doo-wop, daba doo-wop, daba doo, well-a well-a well-a (Ahhh, sha-la-la-la)

[Verse 1]
I've been feeling lightheaded since I lost enough weight to fit back in my skin
Flower petals and feathers tether me to the ground, pound for pound
Take my tea with formaldehyde for my feminine side since the day that I died
While I whittle my bones until I'm brittle, am I pretty now?
For some reason I find myself lost in what you think of me
And too confused to choose who I should be
And now you've got me thinking

[Chorus]
I wish I could be a girl, and that way you'd wish I could be your girlfriend, boyfriend
Am I pretty enough to lie to? Oh-ah-oh
I wish I could be a girl, and that way you'd wish I could be your girlfriend, boyfriend
Just little old me in a big, big world, oh-ah-oh
Ah, ah, ah, ah, ah, ah, ah, ah, little old me in a big world
Ah, ah, ah, ah, ah, I wish I were a girl

[Verse 2]
I've been feeling lighthearted since I gained enough weight back to c-c-c-c-cover my bones
I get dressed up in shadows one leg at a time, we're so alike
But if the shoe fits, then I won't try it on
And you'll be walking out early, but the show must go on
No, I know that I'm wrong
But I love how you're on my side when I cross that line
It's been a point of contention between myself
And this body that they stuck me in
The privilege of being born to be a man
And now you got me thinking

[Chorus]
I wish I could be a girl, and that way you'd wish I could be your girlfriend, boyfriend
Am I pretty enough to lie to? Oh-ah-oh
I wish I could be a girl, and that way you'd wish I could be your girlfriend, boyfriend
Just little old me in a big, big world, oh-ah-oh
Ah, ah, ah, ah, ah, ah, ah, ah, little old me in a big world
Ah, ah, ah, ah, ah, I wish

[Bridge]
Eating your prosthetic meat / meet your anesthetic criteria, pathetic seeing you become acetic
Say my name like a slur, but I've been called worse
And I've heard it all before, no this isn't a first, ah!
Let me be the void you fill with taxidermy fingerprints, taxonomize our differences
I am quantum physics, my witness brings me into existence

[Chorus]
I wish I could be a girl, and that way you'd wish I could be your girlfriend, boyfriend
Am I pretty enough to love back?
No, not yet
I wish I could be a girl, and really, I'd prefer it if you would use I/Me/Myself
Am I pretty enough?
Am I pretty enough to fucking die?
Ah, ah, ah, ah, ah, ah, ah, ah, little old me in a big world
Ah, ah, ah, ah, ah, ah, ah, ah, well I would give you my whole world
Oh, oh-woah, woah, oh-woah, little old me in a big world
Ah, ah, ah, ah, ah, I wish

[Outro]
(All identities are equally invalid
Don't you think that there's a chance that you could live without it?
All identities are equally invalid
Don't you think that there's a chance that you could live without it?
All identities are equally invalid
Don't you think that there's a chance that you could live without it?
All identities are equally invalid
Don't you think that there's a chance that you—?)",
Will Wood,The New Normal! (The Normal Album 2024 Edit),"...well, better than the alternative (Better Alternative Edit) ","[Verse 1]
Pink lemonade on autumn bomber coats
Peter Pan collars, but my daughter’s growing up
She’s gonna be a lot like me
But I don’t wanna be at all like me
Oh, yellow buzz-cuts, pulling out stingers
You’re telling me I’m holding up eleven fingers
And stranger things than death can happen
To lab rat girls and pretty white rabbits

[Pre-Chorus]
But everybody knows that, nobody knows that
Everybody’s in on everybody’s business
This isn’t my first Christmas
I know mistletoe when I see it

[Chorus]
Baby, could you play along with me?
Baby, would that be alright with you?
And when we find out what’s wrong with me
Could you tell me how I’m right for you?
Baby, could you play along with me?
Baby, would that be alright with you?
And when we find out what’s wrong with me
Could you tell me how, could you tell me how and if I’m still pretty?

[Verse 2]
Cigarette burns, laugh lines, wide dimples
If they could see the future back when times were simple
Would they kiss your cheek or yank the bandage off?
Let you speak or take advantage of how
If everyone’s sick, well then, nobody can catch it
And if everybody’s different, how could anybody match?
And we’re looking through the pockets of the hand-me-downs we laid out
Wondering if we’ll fit into the yesterdays we played out

[Pre-Chorus]
Everybody knows that, nobody knows that
Everybody’s all up in my god damn business
This isn’t my first kiss, it's better to be lost than loved, now, isn’t it?

[Chorus]
Baby, could you play along with me?
Baby, would that be alright with you?
And when we find out what’s wrong with me
Could you tell me how I’m right for you?
Baby, could you play along with me?
Baby, would that be alright with you?
And when we find out what’s wrong with me
Could you tell me how, could you tell me how and if I’m still pretty?

[Post-Chorus]
(You can stop growing up, but you can't grow down
Either way you're gonna wonder 'til you're done and underground
You can stop growing up, but you can't grow down
Either way you're gonna wonder 'til you're done and underground)

[Bridge]
Walking bikes home with a scraped-knee, sunset smudged across your brow
Warmer tears than you’ve grown used to since then
A toast to the nosebleed seats and the big dream sequence where you’re found
Guilty of your innocence and gently sent right back to bed
Everybody knows that, nobody knows that
Everybody’s all up in my motherfucking business
And this isn’t my first anything
This isn’t my first anything
Everybody knows that, nobody knows that
Everybody’s in on everybody’s business
This isn’t my first lyric
I know exactly how I should finish it

[Chorus]
Baby, could you play along with me?
Baby, would that be alright with you?
And when we find out what’s wrong with me
Could you tell me how I’m right for you?
Baby, could you play along with me?
Baby, would that be alright with you?
After all of that's been done to me, could you tell me how, could you tell me how, could you tell me—

[Chorus 2]
What’s so wrong about what’s wrong with me?
I’m just trying to do what’s right by you
What’s so wrong about what’s wrong with me?
Oh, I’m just trying to do what’s right by you
Baby, could you play along with me?
Baby, would that be alright with you?
After all of that's been done with me
Could you tell me how, could you tell me how
Could you tell me how?",
Will Wood,The New Normal! (The Normal Album 2024 Edit),I Lied About the Apple Thing (Skeleton-Bones Edition) ,"[Intro]
Did you know that the hole in the apple didn’t come from the outside in?
It was eaten from the core and out to the skin, and that’s why you'll never find the worm in it
But a few bad ones won’t spoil the eyes if they fall far enough from the tree
The rind is all you see, leave Eden with my seeds in your stomach

[Verse 1]
Well, this disease is defined by its treatment, you people make me sick
Parlance of imbalanced cambia’s been challenged, at best AstraZeneca’s just theoretical
Prints of your fingers in the Rorschach jigsaw, say you saw a treasure map
Straight-jacket and tie, psychiatric supply, while we tragically try to fit into a trap, but

[Pre-Chorus]
Who’d want to be human anyway? (Ay, ay, ay, ay)
Who pilots all these crude machines?
Why’d you come into this world or come out that way?
Like freaks of nurture, well isn’t it funny?
(Well, not ""ha-ha"" funny, but y'know, funny)

[Chorus]
'Cause I doubt that you would even if you could change
You think it makes you special, but it makes you strange
I doubt that you would even if you could change
The things that make you special are the things that make you strange

[Verse 2]
I am the shadows cast aside by gallows, and you the red-hot sky
And if you’re believers, then why would you grieve for the dead instead of a devil that you never prayed for?
You become immune to my toxic fumes, my dose-dependent presence in your life
It’s all subjective, all due respect to the collective mind, but

[Pre-Chorus]
Too weird to love, too scared to die (Ay, ay, ay, ay)
Too alien to take you home
Horrified at the sight of my reflection in your eyes
I don’t belong there
Well, it's your conclusions that make mine delusions, so I make you sane
You can thank me later

[Chorus]
I doubt that you would even if you could change
You think it makes you special, but it makes you strange
I doubt that you would even if you could change
The things that make you special are the things that make you strange

[Pre-Chorus]
Who’d want to belong to anyone? (Ay, ay, ay, ay)
I mean, what do people even do?
So if you love me, let me let you go, my love (Ay, ay, ay, ay)
So I can be no one
When Chuang-Tzu awoke he sat up
Almost choking, spat out a butterfly and said, “Five more minutes, please? You wouldn’t believe the dream I just had. I mean you were there, and you were there, and you, and you, and you were there""

[Chorus]
'Cause I doubt that you would even if you could change
The things that make you special are what make you strange
I doubt that you would even if you could change
The things that make you special are the things that make you-

[Chorus]
I doubt that you would even if you could change
You think it makes you special, but it makes you strange
I doubt that you would even if you could change
The things that make you special are the things that make you strange",
Will Wood,The New Normal! (The Normal Album 2024 Edit),"Ideas Only Spread Because People Like Them, the ""Free Market of Ideas"" is not a Meritocracy, it's a Set of Unhealthy Coping Skills and a Corporate Oligarchy, Wake Up, Man! Don't Let the Lies Dim Your Light! Ayways this one's black box warrior (2024 edit)","[Verse 1]
Well, he collapsed with Stevens Johnson Syndrome on the ER floor
Panic attacked, anaphylactic and ataxic
Well the?way?he spun his?butterfly risked all six his phalanges
Roman?candles at both ends in his synapses
And the method with?which?he?recycled his humors
Trojan?Horse’d his blood-brain?barrier and raised the LD50, yes, yes
And through flight-or-fight revelation shame, the Black Box Warrior
He skipped this town and headed straight down history

[Pre-Chorus]
Shields himself from reason in a Kevlar baby-blue Tuxedo
Quilted from the finest fibers, flesh, and fiberglass, and flowers
Ego a mosquito, evil incarnate-good incognito
Pops placebos for libido, screaming ""bless the Torpedoes!”

[Chorus]
For what? For what? For what it’s worth
If it was going to kill you, boy, it would have by now
For what? For what? For what it’s worth
There’s no more looking back, it’s looking up or looking down

[Verse 2]
Well, he was wearing stolen rubber shoes and wrapped a poison ivy noose
Around his lotus jugular when they came
Well they found him with a map to every victim of his love
And a tattoo of a blue jay on his face
And they waited for his vital sign to lie and let a flatline cry
A hymn out in Hungarian Harmonic
But he cocked his noggin, through his stoma sang, “For Auld Lang Syne
Happy birthday to the succulents, I’ll die your hydroponics”

[Pre-Chorus]
His rib cage was a hornet’s nest, palpitations set the beat
His vagus nerve a Turk’s head knot, an axle hitch, a Carrick bend
He wondered if Christ-Consciousness would charge a cancellation fee
Auf wiedersehen, au revoir, he gripped his wits right by their ends

[Chorus]
For what? For what? For what it’s worth
If it was going to kill you, boy, it would have by now
For what? For what? For what it’s worth
There’s no more looking back, it’s looking up or looking down

[Spoken Interlude]
Hello, welcome. Why don’t you take a seat? Get comfortable, relax, take a second if you need to. Now what’s bothering you? Well, why don’t we start at the beginning?
Growing up, how was your relationship with the fundamentals of conscious existence? Did you have xenon orchid sinews spilling down the outer center of your blooming Escher/Mandelbrot head? And how about claustrophilic tendrils clapping caskets closed on seven-knuckled thumbs, did you get along well with the Gideon Bugler pineal glands, your projector eyes casting sci-fi’s on your STR’d strands? Tell me about your nerve to steal nerves of steel from under Bacchus’ bloody nose. Did Namibian Himbas tie-dye you, your ears pierced with a Phineas Gage flagpole, did you die before your day? Thursday traction, Tuesday titration. My hope is to assess through my objective report of your subjective conjecture whether this proprietary blend of expertise and seasoning works as well as this transorbital ice pick
Holistic ballistics, got a better idea? It’s about the best we could come up with. What, you think ideas spread because they’re good? No, they spread because people like them. So here we are once again. Holding, as it were, a mirror up to your mirror
I guess it’s just something people do

[Verse 3]
A bloody knife to split your infrastructure, wine to rev your motor function
Coital machinations of the dead
Well you mainline your animus, karate chop your abacus
And learn to be an animal instead
But I never did think you better than this, your modus operandi
Causes Nazi/Skoptzyism and suicide
Why to thine own self be true when it is you who are the problem
Not the things you do but something sick inside
Lithium and Dialectics, boy you really is defective
CBT don’t seem effective for that Cluster B, accept it
Offer up your innocence, please ignore the side effects
You’ve lost your mind and almost lost your life before, so you’ll be fine

[Chorus]
For what? For what? For what it’s worth
If it was going to kill you, boy, it would have by now
For what? For what? For what it’s worth
There’s no more looking back
And why would you want to look back?
I mean, it's no good looking back
So try to look forward now
For what? For what? For what it’s worth
If they were gonna get you, boy, they would have by now
For what? For what? For what it’s worth
There’s no more looking back, it’s looking up or looking down",
Will Wood,The New Normal! (The Normal Album 2024 Edit),"Karen, Thannsdfghjkl You for the Casserole, But I Need You to Lea-n into a Typo (Marsha 2024 Edit)","[Verse 1]
They could prescribe you any illness you’d like if you define the terms of your ailments
You could sing a pretty malady like a black canary, but a crow don’t know the smell of carbon monoxide
How many years have you been on that couch?
They could’ve quilt’d you in the throws by now
You draw a line in the sand where it ends and you begin
But the tide rolls in, so who knows? Oh well

[Chorus 1]
And a little identity never hurt nobody, but lately you’ve been focusing too much on yourself
So how many milligrams of you are still left in there?
'Cause back in my day we didn’t need no feel-good pills and no psychiatrists
No, we just drank ourselves to death
God damn it, we liked it

[Verse 2]
Who makes the call?
What’s a symptom, what’s a flaw, can it be both?
Well I suppose that’s an answer
Would you give up your humanity for just a touch of sanity?
'Cause God knows it’s not like it’s cancer
And good news to the purists: they discovered a cure for the symptoms of being alive
It’s a painless procedure with a low rate of failure
But very few patients survive

[Chorus 2]
And a little conformity never hurt nobody, but lately I’ve been worried that you’re losing yourself
So how many milligrams of you are still left in there?
'Cause back in my day we didn’t need no feel-good pills and no psychiatrists
No, we just bled out in our baths
God damn it, we liked it

[Instrumental]

[Bridge]
Doctor, what’s my prognosis if the studies show that
Disease is in the eye of the beholder?
Tell me “so it goes”
We depress to impress, I guess, in layer after layer to get off our chest
It’s cold out now, we can take it off later
Better safe than sorry, and we both know the danger
So doctor, could you run another test?
Got a feeling that this time I might just pass it
Well, if you raise the average
We’ll all sing when the bell curve rings in lyrics symptomatic of the way we think
If our harmonies don’t sync, we can change our voices
A chorus on condition of our diagnosis

[Chorus 3]
Back in my day we didn’t need no feel-good pills and no psychiatrists
What can I say, except don’t heed no evil wills of moral nihilists?
I said, back in the days of lobotomies and shock therapy and mad scientists
No, don’t you make me waste my breath
God damn it!

[Outro]
Ain’t your you-dentity at stake?
Does aspirin kill you with the pain?
You’re not your thoughts, you’re not your brain, you’re just the character you’ve made
Up in your head, down in your heart, what seem like separate body parts
Come together to believe they’re you, and not just chemistry
It’s not the way that you were raised, or what the advertisements say
Not what you pay for, what you pray for, what you want, or what you say
And I see your tendency to redefine disease by what you need
And I’m afraid I can’t prescribe the diagnosis that you seek
And something tells me that you need, forgive me now if I misspeak
But something tells me that you like, and something tells me
You prefer to be sitting there flipping through those old issues of People

[Spoken]
Well that’s our time, see you next week",
